,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
2481,16,C,Acer saccharum,0.133,High,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.54,26.03,0.46,13.77,12.5,14,49.0,1.0,0,Dead
2482,16,C,Acer saccharum,0.133,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,26.86,-0.19,13.21,12.23,14,49.0,1.0,0,Dead
2483,17,A,Quercus rubra,0.095,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.61,27.69,3.34,24.56,14.94,33,115.5,0.0,0,Alive
2484,16,C,Acer saccharum,0.133,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,26.393333333333334,-0.19,13.21,12.23,14,49.0,1.0,0,Dead
2485,16,D,Acer saccharum,0.133,High,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.54,25.096666666666668,0.46,13.77,12.5,14,49.0,1.0,0,Dead
2486,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0.0,0,Alive
2487,16,B,Acer saccharum,0.105,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.04,24.6475,0.5,13.96,12.51,14,49.0,1.0,0,Dead
2488,16,B,Acer saccharum,0.105,Med,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.04,25.495,0.5,13.96,12.51,14,49.0,1.0,0,Dead
2489,16,B,Acer saccharum,0.105,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.18,26.3425,-0.1,13.27,12.23,14,49.0,1.0,0,Dead
2490,16,B,Quercus rubra,0.105,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.13,27.19,3.4,24.34,15.45,14,49.0,1.0,0,Dead
2491,17,C,Quercus rubra,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,24.29,47.85,3.92,26.86,15.13,33,115.5,0.0,0,Alive
2492,16,B,Acer saccharum,0.105,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.35,42.22,-0.06,13.5,12.21,14,49.0,1.0,0,Dead
2493,16,D,Acer saccharum,0.133,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,36.59,-0.19,13.21,12.23,14,49.0,1.0,0,Dead
2494,17,A,Quercus alba,0.095,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.61,30.96,4.99,19.34,20.79,33,115.5,0.0,0,Alive
2495,16,D,Acer saccharum,0.133,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.04,29.93714285714286,-0.1,13.25,12.26,14,49.0,1.0,0,Dead
2496,17,A,Acer saccharum,0.095,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.13,28.914285714285715,-0.04,13.42,12.09,14,49.0,1.0,0,Dead
2497,17,A,Acer saccharum,0.095,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.13,27.891428571428573,-0.04,13.42,12.09,14,49.0,1.0,0,Dead
2498,17,A,Acer saccharum,0.095,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,14.43,26.86857142857143,-0.16,13.64,12.11,14,49.0,1.0,0,Dead
2499,17,E,Acer saccharum,0.094,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.59,25.845714285714287,-0.06,13.55,12.12,14,49.0,1.0,0,Dead
2500,17,E,Acer saccharum,0.094,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.59,24.822857142857146,-0.06,13.55,12.12,14,49.0,1.0,0,Dead
2501,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0.0,0,Alive
2502,17,A,Quercus rubra,0.095,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.81,47.83,3.81,26.89,14.77,33,115.5,0.0,0,Alive
2503,17,E,Quercus rubra,0.094,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.41,20.7,3.83,21.01,18.05,14,49.0,1.0,0,Dead
2504,17,C,Quercus rubra,0.122,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,17.23,36.0,3.58,23.29,16.48,33,115.5,0.0,0,Alive
2505,17,D,Acer saccharum,0.118,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.89,31.8125,0.47,13.5,12.44,14,49.0,1.0,0,Dead
2506,17,D,Acer saccharum,0.118,Med,2017,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.89,27.625,0.47,13.5,12.44,14,49.0,1.0,0,Dead
2507,17,B,Acer saccharum,0.111,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.9,23.4375,-0.03,12.9,12.09,14,49.0,1.0,0,Dead
2508,17,C,Quercus alba,0.122,High,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,15.11,19.25,4.14,19.76,20.15,33,115.5,0.0,0,Alive
2509,17,D,Acer saccharum,0.118,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.34,20.576923076923077,-0.09,12.82,12.0,14,49.0,1.0,0,Dead
2510,18,C,Acer saccharum,0.14,High,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.8,21.903846153846153,0.38,14.0,12.77,14,49.0,1.0,0,Dead
2511,18,C,Acer saccharum,0.14,High,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.8,23.23076923076923,0.38,14.0,12.77,14,49.0,1.0,0,Dead
2512,18,C,Acer saccharum,0.14,High,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,6/1/18,11.36,24.557692307692307,0.19,13.86,12.47,14,49.0,1.0,0,Dead
2513,18,C,Acer saccharum,0.14,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.07,25.884615384615383,0.08,13.95,12.52,14,49.0,1.0,0,Dead
2514,18,C,Acer saccharum,0.14,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.08,27.21153846153846,-0.03,13.7,12.82,14,49.0,1.0,0,Dead
2515,18,A,Acer saccharum,0.141,High,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.94,28.53846153846154,0.24,14.15,12.82,14,49.0,1.0,0,Dead
2516,18,C,Acer saccharum,0.14,High,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,6/1/18,11.36,29.865384615384613,0.19,13.86,12.47,14,49.0,1.0,0,Dead
2517,18,C,Acer saccharum,0.14,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.07,31.192307692307693,0.08,13.95,12.52,14,49.0,1.0,0,Dead
2518,18,B,Acer saccharum,0.138,High,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,32.51923076923077,-0.03,13.68,12.85,14,49.0,1.0,0,Dead
2519,17,C,Prunus serotina,0.122,High,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,42.4,33.84615384615385,0.61,10.19,13.54,33,115.5,0.0,0,Alive
2520,18,E,Acer saccharum,0.148,High,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,18.18,35.17307692307692,0.21,14.51,12.56,14,49.0,1.0,0,Dead
2521,18,B,Quercus rubra,0.138,High,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.95,36.5,3.46,20.28,19.72,14,49.0,1.0,0,Dead
2522,18,D,Quercus rubra,0.161,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.76,43.87,2.91,27.27,12.23,14,49.0,1.0,0,Dead
2523,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0.0,0,Alive
2524,18,B,Acer saccharum,0.138,High,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,6/1/18,11.07,26.337142857142858,0.16,14.32,12.46,14,49.0,1.0,0,Dead
2525,18,D,Acer saccharum,0.161,High,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.42,28.874285714285715,0.3,13.78,12.74,14,49.0,1.0,0,Dead
2526,18,D,Acer saccharum,0.161,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,18.3,31.411428571428573,0.25,14.38,12.6,14,49.0,1.0,0,Dead
2527,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,33.94857142857143,-0.03,13.68,12.85,14,49.0,1.0,0,Dead
2528,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,36.48571428571429,-0.03,13.68,12.85,14,49.0,1.0,0,Dead
2529,18,D,Acer saccharum,0.161,High,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.42,39.02285714285715,0.3,13.78,12.74,14,49.0,1.0,0,Dead
2530,1,C,Quercus rubra,0.106,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,25.4,41.56,3.79,26.69,14.65,15,52.5,1.0,0,Dead
2531,1,D,Quercus rubra,0.107,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,14.3,29.68,3.69,19.45,19.79,15,52.5,1.0,0,Dead
2532,17,E,Quercus alba,0.094,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,7.91,7.01,3.44,19.44,19.38,33,115.5,0.0,0,Alive
2533,2,A,Quercus rubra,0.083,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21.04,23.31,3.82,21.04,18.03,15,52.5,1.0,0,Dead
2534,2,B,Quercus rubra,0.082,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.73,12.61,2.58,24.61,11.98,15,52.5,1.0,0,Dead
2535,17,C,Quercus rubra,0.122,High,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,14.89,7.8,3.74,24.28,16.16,17,59.5,1.0,0,Dead
2536,17,C,Prunus serotina,0.122,High,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,54.36,14.425,1.06,8.6,11.99,17,59.5,1.0,0,Dead
2537,3,C,Quercus alba,0.103,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,13.9,21.05,4.71,17.55,24.28,15,52.5,1.0,0,Dead
2538,17,D,Quercus rubra,0.118,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.02,32.03,3.59,23.47,16.34,33,115.5,0.0,0,Alive
2539,17,D,Quercus alba,0.118,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.62,27.21,5.22,18.79,24.0,33,115.5,0.0,0,Alive
2540,17,D,Quercus rubra,0.118,Med,2017,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,5/24/18,20.73,36.57,4.08,25.44,15.57,33,115.5,0.0,0,Alive
2541,3,B,Quercus alba,0.082,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,23.53,37.65,5.01,19.39,20.67,15,52.5,1.0,0,Dead
2542,17,B,Quercus alba,0.111,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,23.12,22.48,5.11,18.4,22.88,21,73.5,1.0,0,Dead
2543,17,B,Quercus rubra,0.111,Med,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,5/24/18,17.78,49.61,3.97,21.92,17.54,21,73.5,1.0,0,Dead
2544,4,C,Acer saccharum,0.079,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,6/11/18,9.58,37.36,-0.04,12.96,12.45,15,52.5,1.0,0,Dead
2545,17,E,Quercus rubra,0.094,Med,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,5/24/18,23.08,25.11,3.65,25.91,14.77,33,115.5,0.0,0,Alive
2546,17,E,Quercus alba,0.094,Med,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,7.91,7.01,3.44,19.44,19.38,33,115.5,0.0,0,Alive
2547,4,C,Acer saccharum,0.079,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.78,19.46,-0.65,14.27,12.12,15,52.5,1.0,0,Dead
2548,17,D,Quercus rubra,0.118,Med,2017,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,35.35,31.91,3.96,25.79,15.36,33,115.5,0.0,0,Alive
2549,4,C,Acer saccharum,0.079,Med,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,6/11/18,9.58,31.915,-0.04,12.96,12.45,15,52.5,1.0,0,Dead
2550,4,C,Acer saccharum,0.079,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.78,31.92,-0.65,14.27,12.12,15,52.5,1.0,0,Dead
2551,4,D,Acer saccharum,0.073,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.62,31.925,-0.71,13.98,11.83,15,52.5,1.0,0,Dead
2552,17,B,Quercus rubra,0.111,Med,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,33.04,31.93,3.87,25.86,15.22,33,115.5,0.0,0,Alive
2553,4,B,Acer saccharum,0.076,Med,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.85,31.06625,-0.66,14.09,11.88,15,52.5,1.0,0,Dead
2554,4,B,Acer saccharum,0.076,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.85,30.2025,-0.66,14.09,11.88,15,52.5,1.0,0,Dead
2555,5,A,Acer saccharum,0.086,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.35,29.33875,-0.58,14.11,12.2,15,52.5,1.0,0,Dead
2556,5,A,Acer saccharum,0.086,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,6/11/18,9.09,28.475,0.06,12.41,12.37,15,52.5,1.0,0,Dead
2557,5,C,Acer saccharum,0.098,Med,2016,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.46,27.61125,-0.68,13.97,12.23,15,52.5,1.0,0,Dead
2558,5,C,Acer saccharum,0.098,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.46,26.7475,-0.68,13.97,12.23,15,52.5,1.0,0,Dead
2559,5,B,Acer saccharum,0.091,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,19.97,25.88375,-0.49,13.95,12.21,15,52.5,1.0,0,Dead
2560,17,B,Quercus alba,0.111,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,11.41,25.02,4.83,18.29,23.49,33,115.5,0.0,0,Alive
2561,5,B,Acer saccharum,0.091,Med,2016,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,19.97,26.021428571428572,-0.49,13.95,12.21,15,52.5,1.0,0,Dead
2562,5,D,Acer saccharum,0.103,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,22.16,27.02285714285714,-0.64,13.88,12.13,15,52.5,1.0,0,Dead
2563,6,C,Acer saccharum,0.087,Med,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,6/11/18,8.7,28.024285714285714,0.05,12.43,12.39,15,52.5,1.0,0,Dead
2564,6,C,Acer saccharum,0.087,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,20.69,29.025714285714287,-0.57,14.06,12.3,15,52.5,1.0,0,Dead
2565,6,E,Acer saccharum,0.091,Med,2016,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,19.97,30.027142857142856,-0.49,13.95,12.21,15,52.5,1.0,0,Dead
2566,6,B,Acer saccharum,0.092,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,6/11/18,7.44,31.02857142857143,0.05,12.6,12.31,15,52.5,1.0,0,Dead
2567,17,D,Quercus rubra,0.118,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.02,32.03,3.59,23.47,16.34,33,115.5,0.0,0,Alive
2568,6,B,Acer saccharum,0.092,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/11/18,14.46,31.873333333333335,0.19,14.11,12.06,15,52.5,1.0,0,Dead
2569,6,D,Acer saccharum,0.09,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,21.41,31.716666666666665,-0.61,14.01,12.25,15,52.5,1.0,0,Dead
2570,7,A,Quercus rubra,0.078,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.85,31.56,3.66,20.58,18.28,15,52.5,1.0,0,Dead
2571,17,B,Quercus alba,0.111,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,11.41,25.02,4.83,18.29,23.49,33,115.5,0.0,0,Alive
2572,7,A,Quercus rubra,0.078,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.51,46.08,3.19,26.99,13.03,15,52.5,1.0,0,Dead
2573,17,D,Quercus rubra,0.118,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.33,36.34,3.89,21.12,17.85,33,115.5,0.0,0,Alive
2574,7,E,Quercus rubra,0.075,Low,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,21.05,29.98,3.54,27.22,14.22,15,52.5,1.0,0,Dead
2575,7,E,Quercus rubra,0.075,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.06,34.36,3.62,20.43,18.29,15,52.5,1.0,0,Dead
2576,7,B,Quercus rubra,0.079,Med,2016,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21.06,23.63,3.76,23.34,16.57,15,52.5,1.0,0,Dead
2577,7,D,Quercus rubra,0.08,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,20.81,46.97,3.8,26.87,14.65,15,52.5,1.0,0,Dead
2578,8,C,Quercus rubra,0.061,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,29.94,33.73,3.92,27.32,15.07,15,52.5,1.0,0,Dead
2579,8,D,Quercus rubra,0.063,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.37,28.29,3.7,20.45,18.49,15,52.5,1.0,0,Dead
2580,8,B,Acer saccharum,0.066,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,18.87,27.21,-0.65,13.64,11.99,15,52.5,1.0,0,Dead
2581,10,D,Quercus rubra,0.06,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.89,26.13,3.85,21.66,17.66,15,52.5,1.0,0,Dead
2582,10,B,Quercus rubra,0.072,Low,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,22.07,28.17,3.83,22.69,16.83,15,52.5,1.0,0,Dead
2583,10,D,Quercus rubra,0.06,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.89,26.13,3.85,21.66,17.66,15,52.5,1.0,0,Dead
2584,11,A,Quercus alba,0.068,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,16.88,35.95,3.73,19.55,19.36,15,52.5,1.0,0,Dead
2585,11,A,Quercus alba,0.068,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,21.72,38.52,4.52,22.0,17.55,15,52.5,1.0,0,Dead
2586,11,A,Quercus rubra,0.068,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,20.27,30.37,3.51,27.39,13.87,15,52.5,1.0,0,Dead
2587,17,D,Acer saccharum,0.118,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.07,30.1,-0.05,13.14,12.23,18,63.0,1.0,0,Dead
2588,12,B,Quercus alba,0.06,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.12,29.83,3.68,19.32,19.58,15,52.5,1.0,0,Dead
2589,12,B,Quercus alba,0.06,Low,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,26.08,40.7,4.66,19.2,21.57,15,52.5,1.0,0,Dead
2590,17,B,Quercus rubra,0.111,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,23.92,35.04,3.35,25.83,14.66,33,115.5,0.0,0,Alive
2591,12,B,Quercus alba,0.06,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.12,29.83,3.68,19.32,19.58,15,52.5,1.0,0,Dead
2592,13,A,Acer saccharum,0.052,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/11/18,20.66,29.47,-0.58,10.16,10.87,15,52.5,1.0,0,Dead
2593,14,C,Acer saccharum,0.053,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/11/18,16.5,29.11,-0.08,11.36,11.62,15,52.5,1.0,0,Dead
2594,14,C,Quercus alba,0.053,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.11,28.75,3.67,19.16,20.22,15,52.5,1.0,0,Dead
2595,17,D,Quercus alba,0.118,Med,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,10.83,36.24,5.26,21.46,18.14,33,115.5,0.0,0,Alive
2596,14,D,Quercus alba,0.059,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.91,41.55,4.6,19.15,22.41,15,52.5,1.0,0,Dead
2597,15,A,Quercus alba,0.087,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,19.31,23.28,4.99,18.69,22.02,15,52.5,1.0,0,Dead
2598,15,C,Acer saccharum,0.103,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,14.33,25.125,-0.04,13.45,12.56,15,52.5,1.0,0,Dead
2599,16,A,Quercus alba,0.122,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.53,26.97,4.45,18.94,24.64,15,52.5,1.0,0,Dead
2600,16,C,Quercus alba,0.133,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.28,45.41,5.26,18.88,23.64,15,52.5,1.0,0,Dead
2601,16,D,Quercus alba,0.133,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.28,45.41,5.26,18.88,23.64,15,52.5,1.0,0,Dead
2602,17,D,Quercus rubra,0.118,Med,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,17.64,34.98,3.44,22.85,16.6,33,115.5,0.0,0,Alive
2603,17,C,Quercus alba,0.122,High,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.53,26.97,4.45,18.94,24.64,15,52.5,1.0,0,Dead
2604,17,C,Quercus alba,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,30.89,42.33,5.19,19.08,23.46,15,52.5,1.0,0,Dead
2605,17,B,Quercus alba,0.111,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,29.87,39.53,5.12,19.14,23.05,15,52.5,1.0,0,Dead
2606,17,B,Quercus alba,0.111,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,21.06,22.28,4.26,18.57,23.54,15,52.5,1.0,0,Dead
2607,18,C,Quercus alba,0.14,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,31.95,43.51,5.32,19.1,23.93,15,52.5,1.0,0,Dead
2608,18,D,Quercus alba,0.161,High,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,24.4,33.79,4.62,19.6,22.05,15,52.5,1.0,0,Dead
2609,18,D,Quercus alba,0.161,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,33.06,43.79,5.35,19.53,22.14,15,52.5,1.0,0,Dead
2610,17,B,Quercus rubra,0.111,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,17.78,49.61,3.97,21.92,17.54,33,115.5,0.0,0,Alive
2611,18,B,Quercus alba,0.138,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.96,32.3,4.54,19.14,24.27,15,52.5,1.0,0,Dead
2612,1,C,Prunus serotina,0.106,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/8/18,35.6,25.8125,0.37,10.22,13.87,16,56.0,1.0,0,Dead
2613,1,A,Prunus serotina,0.108,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,30.53,19.325,0.68,10.51,13.74,16,56.0,1.0,0,Dead
2614,1,A,Prunus serotina,0.108,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/8/18,23.31,12.837499999999999,0.2,10.42,13.92,16,56.0,1.0,0,Dead
2615,17,B,Quercus rubra,0.111,Med,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,15.4,6.35,3.59,24.6,15.49,33,115.5,0.0,0,Alive
2616,1,B,Prunus serotina,0.1,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,39.23,11.094999999999999,0.68,7.97,11.5,16,56.0,1.0,0,Dead
2617,2,B,Quercus alba,0.082,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,16.39,15.84,4.82,17.99,21.76,16,56.0,1.0,0,Dead
